id,cin,company_name,status,roc,company_type,incorporation_date,email,website,address,state,city,authorized_capital,paid_up_capital,company_category,company_subcategory,source_url,content_hash,scraped_at,updated_at
29,U72200TG1990PTC011250,NCORE TECHNOLOGY PVT LTD,Active,ROC Hyderabad,,1990-04-24,,https://www.zaubacorp.com/NCORE-TECHNOLOGY-PVT-LTD-U72200TG1990PTC011250,"2-2-12/7, D D COLONY HYDERABAD   , NA, Telangana, India - 000000",Telangana,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/NCORE-TECHNOLOGY-PVT-LTD-U72200TG1990PTC011250,8ce65956fb3246c5a7932ce9b3f6269c,2026-05-14T13:31:06.543837+00:00,2026-05-14T13:31:06.543837+00:00
30,U74999PN2017PTC172044,AKHEALTH BUSINESS SOLUTION PRIVATE LIMITED,Strike Off,ROC Pune,,2017-08-16,ashish.coding@gmail.com,https://www.zaubacorp.com/AKHEALTH-BUSINESS-SOLUTION-PRIVATE-LIMITED-U74999PN2017PTC172044,"FL 3, SAI PALACE, WING P-1 S NO 150/A/12 BHUSARI COL   , PUNE, Maharashtra, India - 411038",Maharashtra,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/AKHEALTH-BUSINESS-SOLUTION-PRIVATE-LIMITED-U74999PN2017PTC172044,a251260811cac74a02f0e997f438e7e6,2026-05-14T13:31:13.18247+00:00,2026-05-14T13:31:13.18247+00:00
31,U74990MH2009FTC194075,PWC STRATEGY& (INDIA) PRIVATE LIMITED,Active,RoC-Mumbai,,2009-07-14,nilesh.narwekar@strategyand.in.pwc.com,https://www.zaubacorp.com/PWC-STRATEGY-AND-INDIA-PRIVATE-LIMITED-U74990MH2009FTC194075,"Swatantryaveer Savarkar Rashtriya Smarak, 252 Veer Savarkar Marg, Shivaji Park, Dadar (W) Mumbai Mumbai City MH 400028 IN",Maharashtra,Mumbai Mumbai City,,,Company limited by Shares,Subsidiary of Foreign Company,https://www.zaubacorp.com/PWC-STRATEGY-AND-INDIA-PRIVATE-LIMITED-U74990MH2009FTC194075,df717db3a64cf1580f1c8512dd0e5943,2026-05-14T13:31:45.933301+00:00,2026-05-14T13:31:45.933301+00:00
32,U85100MH2014PTC258481,MEQUISYS SOLUTIONS PRIVATE LIMITED,Active,ROC Mumbai,,2014-09-30,mequisyssolution@gmail.com,https://www.zaubacorp.com/MEQUISYS-SOLUTIONS-PRIVATE-LIMITED-U85100MH2014PTC258481,"12 FLOOR, D WING, TRADE WORLD, KAMALA CITY, SENAPATI BAPAT MARG,   , LOWER PAREL WEST, Maharashtra, India - 400013",Maharashtra,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/PROLOGY-IT-SOLUTIONS-PRIVATE-LIMITED-U74120MH2014PTC258481,8b0495377abed52358cc2b17e415c9d9,2026-05-14T13:32:17.757739+00:00,2026-05-14T13:32:17.757739+00:00
33,U70100KA2005PTC042122,PRIMROSE REALTY PROJECTS (BANGALORE) PRIVATE LIMITED,Active,ROC Bangalore,,2005-06-03,secretarial@vaswanigroup.com,https://www.zaubacorp.com/PRIMROSE-REALTY-PROJECTS-BANGALORE-PRIVATE-LIMITED-U70100KA2005PTC042122,"'VASWANI VICTORIA' 3RD FLOOR, 30, VICTORIA ROAD,   , BANGALORE, Karnataka, India - 560047",Karnataka,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/DIVIJ-REALTY-PRIVATE-LIMITED-U70100MH2005PTC153743,4b9fe2aeea1e078002c2d2f2da8ed8cd,2026-05-14T13:32:23.04255+00:00,2026-05-14T13:32:23.04255+00:00
34,U51100DL2005PLC164948,RAL CONSUMER PRODUCTS LIMITED,Active,ROC Delhi,,2005-01-18,pradeepkunmun@gmail.com,https://www.zaubacorp.com/RAL-CONSUMER-PRODUCTS-LIMITED-U51100DL2005PLC164948,"B-7/2, OKHLA INDUSTRIAL AREA, PHASE -II   , NEW DELHI, Delhi, India - 110020",Delhi,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/RADIOHMS-AGENCIES-PRIVATE-LIMITED-U51100MH2005PTC150698,04886f9c7df1b0280bba80c1d83ea436,2026-05-14T13:32:29.953396+00:00,2026-05-14T13:32:29.953396+00:00
35,U15100MH2003PTC139929,BLUE CIRCLE ORGANICS PRIVATE LIMITED,Amalgamated,ROC Mumbai,,2003-04-07,organics@bluecircle.net.in,https://www.zaubacorp.com/BLUE-CIRCLE-ORGANICS-PRIVATE-LIMITED-U15100MH2003PTC139929,"34 EMPIRE BUILDING1ST FLOOR D N ROAD 146 FORT   , MUMBAI, Maharashtra, India - 400001",Maharashtra,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/BLUE-CIRCLE-ORGANICS-PRIVATE-LIMITED-U24299MH2003PTC139929,1c9971c1c4e85b188120bd7396e98efd,2026-05-14T15:17:58.177286+00:00,2026-05-14T15:17:58.177286+00:00
36,U74110GJ1980PTC003888,ANANYA INVESTMENTS PRIVATE LIMITED,Converted to LLP,ROC Ahmedabad,,1980-08-23,kunjangandhi@hotmail.com,https://www.zaubacorp.com/ANANYA-INVESTMENTS-PRIVATE-LIMITED-U74110GJ1980PTC003888,"C/o- Bharti Dhanesh Shah, 4/2/C, Centre Point, Panchvati Corner, Ambawadi   , Ahmedabad, Gujarat, India - 380006",Gujarat,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/ANANYA-INVESTMENTS-PRIVATE-LIMITED-U65990GJ1980PTC003888,d4ee31232724fc4243bc2b61d9ba4ebd,2026-05-14T15:18:09.215367+00:00,2026-05-14T15:18:09.215367+00:00
37,U67120MH1993PTC075675,DRESDNER KLEINWORT WASSERSTEIN SECURITIES (INDIA) PRIVATE LIMITED,Dissolved (Liquidated),ROC Mumbai,,1993-12-20,hemant@hemantsethi.com,https://www.zaubacorp.com/DRESDNER-KLEINWORT-WASSERSTEIN-SECURITIES-INDIA-PRIVATE-LIMITED-U67120MH1993PTC075675,"318, MAKER CHAMBER V,221, NARIMAN POUNT, MUMBAI-21   , W.E.F. 8/7/2002, Maharashtra, India - 000000",Maharashtra,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/DRESDNER-KLEINWORT-WASSERSTEIN-SECURITIES-INDIA-PRIVATE-LIMITED-U67120MH1993PTC075675,75565e4dca5ffea4dae13709ad926dba,2026-05-14T15:18:17.760755+00:00,2026-05-14T15:18:17.760755+00:00
38,AAQ-6173,SAITEX FAB SAREES LLP,,RoC-Ahmedabad,17,2019-09-20,saitexfab50@yahoo.in,https://www.zaubacorp.com/SAITEX-FAB-SAREES-LLP-AAQ-6173,"SY NO.427,482/A,WING D,1ST FLOOR,OFFICE 105 TO 108 SHREE KUBERJI TEXTILE PARK, RING ROAD SURAT Surat GJ 395002 IN",Gujarat,ROAD SURAT Surat,,,,,https://www.zaubacorp.com/SAITEX-FAB-SAREES-LLP-AAQ-6173,19447fbff9639259899dfebb04a04ded,2026-05-14T15:18:39.718986+00:00,2026-05-14T15:18:39.718986+00:00
39,U40108DL2004PTC125750,ASPIRE POWER PROJECTS PRIVATE LIMITED,Active,ROC Jharkhand,,2004-04-12,VINAYVIBHAKAR@YAHOO.COM,https://www.zaubacorp.com/ASPIRE-POWER-PROJECTS-PRIVATE-LIMITED-U40108DL2004PTC125750,"97/D, NEAR HOLY CROSS SCHOOL, BARDMAN COMPOUND LALPUR,   , RANCHI, Jharkhand, India - 834001",Jharkhand,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/ASPIRE-POWER-PROJECTS-PRIVATE-LIMITED-U40108DL2004PTC125750,e162e62be026a22f72cd1531892e646b,2026-05-14T15:18:56.830142+00:00,2026-05-14T15:18:56.830142+00:00
40,U63040AP2002PTC039713,AL-AMAN TOURISM PRIVATE LIMITED,Active,ROC Vijayawada,,2002-10-03,alamantourism@gmail.com,https://www.zaubacorp.com/AL-AMAN-TOURISM-PRIVATE-LIMITED-U63040AP2002PTC039713,"D.No.49-55-1B, Vidyut Nagar, TPT Colony, Akkayyapalem,   , Visakhapatnam, Andhra Pradesh, India - 530016",Andhra Pradesh,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/AL-AMAN-TOURISM-PRIVATE-LIMITED-U63040AP2002PTC039713,f965a02f14ea77a9f0b7a498eeed1722,2026-05-14T15:19:05.527999+00:00,2026-05-14T15:19:05.527999+00:00
41,AAJ-4875,AGK BUILDCON LLP,,ROC Mumbai,45,2017-05-23,kathekar.rohanenterprises@gamil.com,https://www.zaubacorp.com/AGK-BUILDCON-LLP-AAJ-4875,"A – 1, Seva Co Op Housing society Ltd., New Link Road, Near Oshiwara , Jogeshwari (West),      Mumbai, Maharashtra, India - 400102",Maharashtra,-,,,,,https://www.zaubacorp.com/AGK-BUILDCON-LLP-AAJ-4875,c197f330bbda7c40585c4c882ab007f9,2026-05-14T15:19:14.084456+00:00,2026-05-14T15:19:14.084456+00:00
42,U45200DL2012PTC231983,RASIK INFRACON PRIVATE LIMITED,Active,ROC Kanpur,,2012-02-24,rasikinfracon@gmail.com,https://www.zaubacorp.com/RASIK-INFRACON-PRIVATE-LIMITED-U45200DL2012PTC231983,"G-12 G JAWAHAR COLONEY, RAMGHAT ROAD   , ALIGARH, Uttar Pradesh, India - 202001",Uttar Pradesh,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/RASIK-INFRACON-PRIVATE-LIMITED-U45200DL2012PTC231983,95f31f7bad83472dc8ef1e624decf88b,2026-05-14T15:19:26.953342+00:00,2026-05-14T15:19:26.953342+00:00
43,U65993TN1993PTC024724,IMPERIAL CONSULTANTS AND SECURITIES LIMITED,Under CIRP,ROC Chennai,,1993-03-31,vimpco123@gmail.com,https://www.zaubacorp.com/IMPERIAL-CONSULTANTS-AND-SECURITIES-LIMITED-U65993TN1993PTC024724,"A S K Building 1st Floor Room No 2 Old No 44 New No 57 C P Ramaswamy Road Abhiramapur am  , Chennai, Tamil Nadu, India - 600018",Tamil Nadu,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/IMPERIAL-CONSULTANTS-AND-SECURITIES-LIMITED-U65993TN1993PTC024724,91f7f091dc2457682203027663aa7aac,2026-05-14T15:19:33.190376+00:00,2026-05-14T15:19:33.190376+00:00
44,U45400MH2012PTC234572,SOM CONSTRUCTION PRIVATE LIMITED,Strike Off,ROC Mumbai,,2012-08-16,somelectricals@hotmail.com,https://www.zaubacorp.com/SOM-CONSTRUCTION-PRIVATE-LIMITED-U45400MH2012PTC234572,"409, NIT COMMERCIAL COMPLEX SITABULDI   , NAGPUR, Maharashtra, India - 440012",Maharashtra,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/SOM-CONSTRUCTION-PRIVATE-LIMITED-U45400MH2012PTC234572,9be8b3ffdfba73ec5c44ce6b1d753d78,2026-05-14T15:19:41.900008+00:00,2026-05-14T15:19:41.900008+00:00
45,U72900TN2021PTC148423,INEXUS INNOVATION PRIVATE LIMITED,Active,ROC Chennai,,2021-12-07,nivasnivas312@gmail.com,https://www.zaubacorp.com/INEXUS-INNOVATION-PRIVATE-LIMITED-U72900TN2021PTC148423,"5/621 B1 Housing board part 2 krishna nagar   , kovilpatti, Tamil Nadu, India - 628501",Tamil Nadu,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/INEXUS-INNOVATION-PRIVATE-LIMITED-U72900TN2021PTC148423,fd1038b033ef0a3c6ae415bff6ac8898,2026-05-14T15:19:52.517385+00:00,2026-05-14T15:19:52.517385+00:00
46,U45400MH2012PTC232620,S L HOMEZ PRIVATE LIMITED,Strike Off,ROC Mumbai,,2012-06-26,ritika_agarwal17@rediffmail.com,https://www.zaubacorp.com/S-L-HOMEZ-PRIVATE-LIMITED-U45400MH2012PTC232620,"602, QUISCENT HEIGHT MIND SPACE,OFF MALAD LINK ROAD, MALAD W EST  , MUMBAI, Maharashtra, India - 400064",Maharashtra,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/S-L-HOMEZ-PRIVATE-LIMITED-U45400MH2012PTC232620,6b4a4e9231ffac02b971397636baa843,2026-05-14T15:19:59.444171+00:00,2026-05-14T15:19:59.444171+00:00
47,U51420WB1989PTC048005,PACHARIA EXPORTS PVT LTD,Active,ROC Kolkata,,1989-12-13,pacharia@pachariaexports.com,https://www.zaubacorp.com/PACHARIA-EXPORTS-PVT-LTD-U51420WB1989PTC048005,"37, DR.ABANI DUTTA ROAD, SALKIA   , HOWRAH, West Bengal, India - 711106",West Bengal,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/PACHARIA-EXPORTS-PVT-LTD-U51420WB1989PTC048005,9b8abc59e8d3fc5b6fc40035f7f1acb8,2026-05-14T15:20:10.544896+00:00,2026-05-14T15:20:10.544896+00:00
48,U63030UP2019PTC125163,DRIKE TOURS AND TRAVELS PRIVATE LIMITED,Strike Off,ROC Kanpur,,2019-12-31,keshavtyagi182000@gmail.com,https://www.zaubacorp.com/DRIKE-TOURS-AND-TRAVELS-PRIVATE-LIMITED-U63030UP2019PTC125163,"C/O ANAND KUMAR, HOUSE NO. 194, VILL DHANORA HAPUR, PANCHSHEEL NAGAR,   , GHAZIABAD, Uttar Pradesh, India - 245101",Uttar Pradesh,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/DRIKE-TOURS-AND-TRAVELS-PRIVATE-LIMITED-U63030UP2019PTC125163,0da2216dcd50eb6df8997d7f18cbeca7,2026-05-14T15:20:15.843703+00:00,2026-05-14T15:20:15.843703+00:00
49,U33125DL2004PTC124692,LABEX INSTRUMENTS PRIVATE LIMITED,Strike Off,ROC Delhi,,2004-02-16,nivasca76@yahoo.co.in,https://www.zaubacorp.com/LABEX-INSTRUMENTS-PRIVATE-LIMITED-U33125DL2004PTC124692,"F-27, MAYAPURI INDUSTRIAL AREA PHASE-II   , NEW DELHI, Delhi, India - 110064",Delhi,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/LABEX-INSTRUMENTS-PRIVATE-LIMITED-U33125DL2004PTC124692,63d8e8bb2560aa426665883bc6d60ecd,2026-05-14T15:20:24.203793+00:00,2026-05-14T15:20:24.203793+00:00
50,U74899DL1961PTC003402,SHIV GENERAL FINANCE PVT LTD,Active,ROC Delhi,,1961-03-23,pawankumarpk100@yahoo.in,https://www.zaubacorp.com/SHIV-GENERAL-FINANCE-PVT-LTD-U74899DL1961PTC003402,"F-20KALKAJI NCT OF DELHI   , NEW DELHI, Delhi, India - 110019",Delhi,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/SHIV-GENERAL-FINANCE-PVT-LTD-U74899DL1961PTC003402,b70e7e50d1d4d05a891c3c9b669b165e,2026-05-14T15:20:31.871875+00:00,2026-05-14T15:20:31.871875+00:00
51,U74999DL2002PTC117343,DMF CONSULTANCY SERVICES PRIVATE LIMITED,Active,ROC Delhi,,2002-10-11,accounts@hansuttam.com,https://www.zaubacorp.com/DMF-CONSULTANCY-SERVICES-PRIVATE-LIMITED-U74999DL2002PTC117343,"FLAT NO-57 H BLOCK CONNAUGHT PLACE   , NEW DELHI, Delhi, India - 110001",Delhi,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/DMF-CONSULTANCY-SERVICES-PRIVATE-LIMITED-U74999DL2002PTC117343,edfcea46753e1d0829fab5cb3b44db51,2026-05-14T15:20:43.433412+00:00,2026-05-14T15:20:43.433412+00:00
52,U65910KA1993PTC014121,COSMO SUPER FINANCE PRIVATE LIMITED,Strike Off,ROC Bangalore,,1993-03-19,,https://www.zaubacorp.com/COSMO-SUPER-FINANCE-PRIVATE-LIMITED-U65910KA1993PTC014121,"9/1 MAZZINE FLOOR,8TH MAINROAD,DEVANGA HOSTEL ROAD SAMBANKIRAMA NAGAR,BANGALORE   , NA, Karnataka, India - 000000",Karnataka,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/COSMO-SUPER-FINANCE-PRIVATE-LIMITED-U65910KA1993PTC014121,2e6248c91c13edaa2c0751949bb589d2,2026-05-14T15:20:52.790604+00:00,2026-05-14T15:20:52.790604+00:00
53,U67120MH1991PTC061744,DHYAN INVESTMENTS AND TRADING COMPANY PRIVATE LIMITED,Active,ROC Mumbai,,1991-05-17,dsplmca3@servicesnext.com,https://www.zaubacorp.com/DHYAN-INVESTMENTS-AND-TRADING-COMPANY-PRIVATE-LIMITED-U67120MH1991PTC061744,"10 TH FL TULSIANI CHAMBERS212 NARIMAN POINT   , MUMBAI, Maharashtra, India - 400021",Maharashtra,-,,,Company limited by shares,Non-government company,https://www.zaubacorp.com/DHYAN-INVESTMENTS-AND-TRADING-COMPANY-PRIVATE-LIMITED-U67120MH1991PTC061744,f928003e6674ffa1c6a45db3b1da3638,2026-05-14T15:21:06.055206+00:00,2026-05-14T15:21:06.055206+00:00
